GO:0000122	GO:0010553 GO:0045816	negative regulation of transcription from RNA polymerase II promoter	P	
GO:0000123		histone acetyltransferase complex	C	
GO:0000124		SAGA complex	C	
GO:0000125		PCAF complex	C	
GO:0000126		transcription factor TFIIIB complex	C	
GO:0000127		transcription factor TFIIIC complex	C	
GO:0000128		flocculation	P	
GO:0000131		incipient cellular bud site	C	
GO:0000132	GO:0030607 GO:0030609	establishment of mitotic spindle orientation	P	
GO:0000133		polarisome	C	
GO:0000135		septin checkpoint	P	
GO:0000136		alpha-1,6-mannosyltransferase complex	C	
GO:0000137		Golgi cis cisterna	C	
GO:0000138		Golgi trans cisterna	C	
GO:0000139		Golgi membrane	C	
GO:0000140		acylglycerone-phosphate reductase activity	F	
GO:0000142		cellular bud neck contractile ring	C	
GO:0000144		cellular bud neck septin ring	C	
GO:0000145		exocyst	C	
GO:0000146		microfilament motor activity	F	
GO:0000147		actin cortical patch assembly	P	
GO:0000148		1,3-beta-D-glucan synthase complex	C	
GO:0000149		SNARE binding	F	
GO:0000150		recombinase activity	F	
GO:0000151		ubiquitin ligase complex	C	
GO:0000152		nuclear ubiquitin ligase complex	C	
GO:0000153		cytoplasmic ubiquitin ligase complex	C	
GO:0000154	GO:0016548	rRNA modification	P	
GO:0000155		two-component sensor activity	F	
GO:0000156		two-component response regulator activity	F	
GO:0000159		protein phosphatase type 2A complex	C	
GO:0000160		two-component signal transduction system (phosphorelay)	P	
GO:0000161		MAPK cascade involved in osmosensory signaling pathway	P	
GO:0000162	GO:0009096	tryptophan biosynthetic process	P	
GO:0000164		protein phosphatase type 1 complex	C	
GO:0000165		MAPK cascade	P	
GO:0000166		nucleotide binding	F	
GO:0000167		activation of MAPKKK activity involved in osmosensory signaling pathway	P	
GO:0000168	GO:0007233	activation of MAPKK activity involved in osmosensory signaling pathway	P	
GO:0000169		activation of MAPK activity involved in osmosensory signaling pathway	P	
GO:0000170		sphingosine hydroxylase activity	F	
GO:0000171		ribonuclease MRP activity	F	
GO:0000172		ribonuclease MRP complex	C	
GO:0000173		inactivation of MAPK activity involved in osmosensory signaling pathway	P	
GO:0000174		inactivation of MAPK (mating sensu Saccharomyces)	P	obs
GO:0000175		3'-5'-exoribonuclease activity	F	
GO:0000176		nuclear exosome (RNase complex)	C	
GO:0000177		cytoplasmic exosome (RNase complex)	C	
GO:0000178		exosome (RNase complex)	C	
GO:0000179	GO:0043790	rRNA (adenine-N6,N6-)-dimethyltransferase activity	F	
GO:0000180		cytosolic large ribosomal subunit	C	obs
GO:0000181		cytosolic small ribosomal subunit	C	obs
GO:0000182		rDNA binding	F	
GO:0000183		chromatin silencing at rDNA	P	
GO:0000184		nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	P	
GO:0000185		activation of MAPKKK activity	P	
GO:0000186	GO:0007255	activation of MAPKK activity	P	
GO:0000187		activation of MAPK activity	P	
GO:0000188		inactivation of MAPK activity	P	
GO:0000189		MAPK import into nucleus	P	
GO:0000190		MAPKKK cascade (pseudohyphal growth)	P	obs
GO:0000191		activation of MAPKKK (pseudohyphal growth)	P	obs
GO:0000192		activation of MAPKK (pseudohyphal growth)	P	obs
GO:0000193		activation of MAPK (pseudohyphal growth)	P	obs
GO:0000194		inactivation of MAPK (pseudohyphal growth)	P	obs
GO:0000195		nuclear translocation of MAPK (pseudohyphal growth)	P	obs
GO:0000196		MAPK cascade involved in cell wall biogenesis	P	
GO:0000197		activation of MAPKKK activity involved in cell wall biogenesis	P	
GO:0000198		activation of MAPKK activity involved in cell wall biogenesis	P	
GO:0000199		activation of MAPK activity involved in cell wall biogenesis	P	
GO:0000200		inactivation of MAPK activity involved in cell wall biogenesis	P	
GO:0000201		MAPK import into nucleus involved in cell wall biogenesis	P	
GO:0000202		MAPKKK cascade during sporulation (sensu Saccharomyces)	P	obs
GO:0000203		activation of MAPKKK during sporulation (sensu Saccharomyces)	P	obs
GO:0000204		activation of MAPKK during sporulation (sensu Saccharomyces)	P	obs
GO:0000205		activation of MAPK during sporulation (sensu Saccharomyces)	P	obs
GO:0000206		inactivation of MAPK during sporulation (sensu Saccharomyces)	P	obs
GO:0000207		nuclear translocation of MAPK during sporulation (sensu Saccharomyces)	P	obs
GO:0000208		MAPK import into nucleus involved in osmosensory signaling pathway	P	
GO:0000209		protein polyubiquitination	P	
GO:0000210		NAD+ diphosphatase activity	F	
GO:0000211		protein degradation tagging activity	F	obs
GO:0000212		meiotic spindle organization	P	
GO:0000213		tRNA-intron endonuclease activity	F	
GO:0000214		tRNA-intron endonuclease complex	C	
GO:0000215		tRNA 2'-phosphotransferase activity	F	
GO:0000216		M/G1 transition of mitotic cell cycle	P	
GO:0000217		DNA secondary structure binding	F	
GO:0000219		vacuolar hydrogen-transporting ATPase	C	obs
GO:0000220		vacuolar proton-transporting V-type ATPase, V0 domain	C	
GO:0000221		vacuolar proton-transporting V-type ATPase, V1 domain	C	
GO:0000222		plasma membrane proton-transporting V-type ATPase, V0 domain	C	
GO:0000223		plasma membrane proton-transporting V-type ATPase, V1 domain	C	
GO:0000224		peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	F	
GO:0000225		N-acetylglucosaminylphosphatidylinositol deacetylase activity	F	
GO:0000226		microtubule cytoskeleton organization	P	
GO:0000227		oxaloacetate secondary active transmembrane transporter activity	F	
GO:0000228		nuclear chromosome	C	
GO:0000229		cytoplasmic chromosome	C	
GO:0000230		nuclear mitotic chromosome	C	obs
GO:0000231		cytoplasmic mitotic chromosome	C	obs
GO:0000232		nuclear interphase chromosome	C	obs
GO:0000233		cytoplasmic interphase chromosome	C	obs
GO:0000234		phosphoethanolamine N-methyltransferase activity	F	
GO:0000235		astral microtubule	C	
GO:0000236		mitotic prometaphase	P	
GO:0000237		leptotene	P	
GO:0000238		zygotene	P	
GO:0000239		pachytene	P	
GO:0000240		diplotene	P	
GO:0000241		diakinesis	P	
GO:0000242		pericentriolar material	C	
GO:0000243		commitment complex	C	
GO:0000244	GO:0000351 GO:0000355	assembly of spliceosomal tri-snRNP	P	
GO:0000245		spliceosomal complex assembly	P	
GO:0000246		delta24(24-1) sterol reductase activity	F	
GO:0000247		C-8 sterol isomerase activity	F	
GO:0000248		C-5 sterol desaturase activity	F	
GO:0000249		C-22 sterol desaturase activity	F	
GO:0000250		lanosterol synthase activity	F	
GO:0000252		C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	F	
GO:0000253	GO:0050576	3-keto sterol reductase activity	F	
GO:0000254		C-4 methylsterol oxidase activity	F	
GO:0000255		allantoin metabolic process	P	
GO:0000256		allantoin catabolic process	P	
GO:0000257		nitrilase activity	F	
GO:0000258		isoleucine/valine:sodium symporter activity	F	obs
GO:0000259		intracellular nucleoside transmembrane transporter activity	F	obs
GO:0000260		hydrogen-translocating V-type ATPase activity	F	obs
GO:0000261		sodium-translocating V-type ATPase activity	F	obs
GO:0000262		mitochondrial chromosome	C	
GO:0000263		heterotrimeric G-protein GTPase, alpha-subunit	F	obs
GO:0000264		heterotrimeric G-protein GTPase, beta-subunit	F	obs
GO:0000265		heterotrimeric G-protein GTPase, gamma-subunit	F	obs
GO:0000266		mitochondrial fission	P	
GO:0000267		cell fraction	C	
GO:0000268	GO:0005051	peroxisome targeting sequence binding	F	
GO:0000269		toxin export channel activity	F	
GO:0000270	GO:0009284	peptidoglycan metabolic process	P	
GO:0000271		polysaccharide biosynthetic process	P	
GO:0000272		polysaccharide catabolic process	P	
GO:0000274		mitochondrial proton-transporting ATP synthase, stator stalk	C	
GO:0000275		mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	C	
GO:0000276		mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	C	
GO:0000277		[cytochrome c]-lysine N-methyltransferase activity	F	
GO:0000278		mitotic cell cycle	P	
GO:0000279		M phase	P	
GO:0000280		nuclear division	P	
GO:0000281		cytokinesis after mitosis	P	
GO:0000282		cellular bud site selection	P	
GO:0000284		shmoo orientation	P	obs
GO:0000285		1-phosphatidylinositol-3-phosphate 5-kinase activity	F	
GO:0000286		alanine dehydrogenase activity	F	
GO:0000287		magnesium ion binding	F	
GO:0000288		nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	P	
GO:0000289		nuclear-transcribed mRNA poly(A) tail shortening	P	
GO:0000290		deadenylation-dependent decapping of nuclear-transcribed mRNA	P	
GO:0000291		nuclear-transcribed mRNA catabolic process, exonucleolytic	P	
GO:0000292	GO:0030452	RNA fragment catabolic process	P	
GO:0000293		ferric-chelate reductase activity	F	
GO:0000294		nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	P	
GO:0000295		adenine nucleotide transmembrane transporter activity	F	
GO:0000296		spermine transport	P	
GO:0000297		spermine transmembrane transporter activity	F	
GO:0000298		endopolyphosphatase activity	F	
GO:0000299		integral to membrane of membrane fraction	C	
GO:0000300		peripheral to membrane of membrane fraction	C	
GO:0000301		retrograde transport, vesicle recycling within Golgi	P	
GO:0000302		response to reactive oxygen species	P	
GO:0000303		response to superoxide	P	
GO:0000304		response to singlet oxygen	P	
GO:0000305		response to oxygen radical	P	
GO:0000306		extrinsic to vacuolar membrane	C	
GO:0000307		cyclin-dependent protein kinase holoenzyme complex	C	
GO:0000308		cytoplasmic cyclin-dependent protein kinase holoenzyme complex	C	
GO:0000309		nicotinamide-nucleotide adenylyltransferase activity	F	
GO:0000310	GO:0009043	xanthine phosphoribosyltransferase activity	F	
GO:0000311		plastid large ribosomal subunit	C	
GO:0000312		plastid small ribosomal subunit	C	
GO:0000313		organellar ribosome	C	
GO:0000314		organellar small ribosomal subunit	C	
GO:0000315		organellar large ribosomal subunit	C	
GO:0000316		sulfite transport	P	
GO:0000318		protein-methionine-R-oxide reductase activity	F	
GO:0000319		sulfite transmembrane transporter activity	F	
GO:0000320		re-entry into mitotic cell cycle	P	
GO:0000321		re-entry into mitotic cell cycle after pheromone arrest	P	
GO:0000322		storage vacuole	C	
GO:0000323		lytic vacuole	C	
GO:0000324		fungal-type vacuole	C	
GO:0000325		plant-type vacuole	C	
GO:0000326		protein storage vacuole	C	
GO:0000327		lytic vacuole within protein storage vacuole	C	
GO:0000328		fungal-type vacuole lumen	C	
GO:0000329		fungal-type vacuole membrane	C	
GO:0000330		plant-type vacuole lumen	C	
GO:0000331		contractile vacuole	C	
GO:0000332		template for synthesis of G-rich strand of telomere DNA activity	F	
GO:0000333		telomerase catalytic core complex	C	
GO:0000334		3-hydroxyanthranilate 3,4-dioxygenase activity	F	
GO:0000335		negative regulation of transposition, DNA-mediated	P	
GO:0000336		positive regulation of transposition, DNA-mediated	P	
GO:0000337		regulation of transposition, DNA-mediated	P	
GO:0000338		protein deneddylation	P	
GO:0000339		RNA cap binding	F	
GO:0000340		RNA 7-methylguanosine cap binding	F	
GO:0000341		RNA trimethylguanosine cap binding	F	
GO:0000342		RNA cap 4 binding	F	
GO:0000343		plastid-encoded plastid RNA polymerase complex A	C	
GO:0000344		plastid-encoded plastid RNA polymerase complex B	C	
GO:0000345		cytosolic DNA-directed RNA polymerase complex	C	
GO:0000346		transcription export complex	C	
GO:0000347		THO complex	C	
GO:0000348	GO:0000370 GO:0000371	nuclear mRNA branch site recognition	P	
GO:0000349	GO:0000356 GO:0000357	generation of catalytic spliceosome for first transesterification step	P	
GO:0000350	GO:0000358 GO:0000359	generation of catalytic spliceosome for second transesterification step	P	
GO:0000352		trans assembly of SL-containing precatalytic spliceosome	P	
GO:0000353		formation of quadruple SL/U4/U5/U6 snRNP	P	
GO:0000354	GO:0000360 GO:0000361	cis assembly of pre-catalytic spliceosome	P	
GO:0000362		first U2-type spliceosomal transesterification activity	F	obs
GO:0000363		first U12-type spliceosomal transesterification activity	F	obs
GO:0000364		second U2-type spliceosomal transesterification activity	F	obs
GO:0000365		nuclear mRNA trans splicing, via spliceosome	P	
GO:0000366		intergenic nuclear mRNA trans splicing	P	
GO:0000367		second U12-type spliceosomal transesterification activity	F	obs
GO:0000372		Group I intron splicing	P	
GO:0000373		Group II intron splicing	P	
GO:0000374		Group III intron splicing	P	
GO:0000375	GO:0000385 GO:0031202	RNA splicing, via transesterification reactions	P	
GO:0000376		RNA splicing, via transesterification reactions with guanosine as nucleophile	P	
GO:0000377		RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	P	
GO:0000378		RNA exon ligation	P	
GO:0000379		tRNA-type intron splice site recognition and cleavage	P	
GO:0000380		alternative nuclear mRNA splicing, via spliceosome	P	
GO:0000381		regulation of alternative nuclear mRNA splicing, via spliceosome	P	
GO:0000384		first spliceosomal transesterification activity	F	
GO:0000386		second spliceosomal transesterification activity	F	
GO:0000387		spliceosomal snRNP assembly	P	
GO:0000388	GO:0000396 GO:0000397	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	P	
GO:0000389	GO:0000382 GO:0000383	nuclear mRNA 3'-splice site recognition	P	
GO:0000390	GO:0000391 GO:0000392	spliceosomal complex disassembly	P	
GO:0000393		spliceosomal conformational changes to generate catalytic conformation	P	
GO:0000394		RNA splicing, via endonucleolytic cleavage and ligation	P	
GO:0000395	GO:0000368 GO:0000369	nuclear mRNA 5'-splice site recognition	P	
GO:0000398	GO:0006374 GO:0006375	nuclear mRNA splicing, via spliceosome	P	
GO:0000399		cellular bud neck septin structure	C	
GO:0000400		four-way junction DNA binding	F	
GO:0000401		open form four-way junction DNA binding	F	
GO:0000402		crossed form four-way junction DNA binding	F	
GO:0000403		Y-form DNA binding	F	
GO:0000404		loop DNA binding	F	
GO:0000405		bubble DNA binding	F	
GO:0000406		double-strand/single-strand DNA junction binding	F	
GO:0000407		pre-autophagosomal structure	C	
GO:0000408		EKC/KEOPS complex	C	
GO:0000409		regulation of transcription by galactose	P	
GO:0000410		negative regulation of transcription by galactose	P	
GO:0000411		positive regulation of transcription by galactose	P	
GO:0000412		histone peptidyl-prolyl isomerization	P	
GO:0000413		protein peptidyl-prolyl isomerization	P	
GO:0000414		regulation of histone H3-K36 methylation	P	
GO:0000415		negative regulation of histone H3-K36 methylation	P	
GO:0000416		positive regulation of histone H3-K36 methylation	P	
GO:0000417		HIR complex	C	
GO:0000418	GO:0000420	DNA-directed RNA polymerase IV complex	C	
GO:0000419	GO:0080137	DNA-directed RNA polymerase V complex	C	
GO:0000421		autophagic vacuole membrane	C	
GO:0000422		mitochondrion degradation	P	
GO:0000423		macromitophagy	P	
GO:0000424		micromitophagy	P	
GO:0000425		macropexophagy	P	
GO:0000426		micropexophagy	P	
GO:0000427		plastid-encoded plastid RNA polymerase complex	C	
GO:0000428		DNA-directed RNA polymerase complex	C	
GO:0000429		carbon catabolite regulation of transcription from RNA polymerase II promoter	P	
GO:0000430		regulation of transcription from RNA polymerase II promoter by glucose	P	
GO:0000431		regulation of transcription from RNA polymerase II promoter by galactose	P	
GO:0000432		positive regulation of transcription from RNA polymerase II promoter by glucose	P	
GO:0000433		negative regulation of transcription from RNA polymerase II promoter by glucose	P	
GO:0000434		negative regulation of transcription from RNA polymerase II promoter by galactose	P	
GO:0000435		positive regulation of transcription from RNA polymerase II promoter by galactose	P	
GO:0000436		carbon catabolite activation of transcription from RNA polymerase II promoter	P	
GO:0000437		carbon catabolite repression of transcription from RNA polymerase II promoter	P	
GO:0000438		core TFIIH complex portion of holo TFIIH complex	C	
GO:0000439		core TFIIH complex	C	
GO:0000440		core TFIIH complex portion of NEF3 complex	C	
GO:0000441		SSL2-core TFIIH complex	C	
GO:0000442		SSL2-core TFIIH complex portion of NEF3 complex	C	
GO:0000443		SSL2-core TFIIH complex portion of holo TFIIH complex	C	
GO:0000444		MIS12/MIND type complex	C	
GO:0000445		THO complex part of transcription export complex	C	
GO:0000446		nucleoplasmic THO complex	C	
GO:0000447		endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000448	GO:0000490	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000449		endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	P	
GO:0000450		cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)	P	
GO:0000451		rRNA 2'-O-methylation	P	
GO:0000452		snoRNA guided rRNA 2'-O-methylation	P	
GO:0000453		enzyme-directed rRNA 2'-O-methylation	P	
GO:0000454		snoRNA guided rRNA pseudouridine synthesis	P	
GO:0000455		enzyme-directed rRNA pseudouridine synthesis	P	
GO:0000456		dimethylation involved in SSU-rRNA maturation	P	
GO:0000457		endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	P	
GO:0000458		endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)	P	
GO:0000459		exonucleolytic trimming involved in rRNA processing	P	
GO:0000460		maturation of 5.8S rRNA	P	
GO:0000461		endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000462		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000463		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000464		endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000465		exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000466		maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000467		exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000468		generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000469		cleavage involved in rRNA processing	P	
GO:0000470		maturation of LSU-rRNA	P	
GO:0000471		endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000472		endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000473		maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	P	
GO:0000474		maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	P	
GO:0000475		maturation of 2S rRNA	P	
GO:0000476		maturation of 4.5S rRNA	P	
GO:0000477		generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000478		endonucleolytic cleavage involved in rRNA processing	P	
GO:0000479		endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000480		endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000481		maturation of 5S rRNA	P	
GO:0000482		maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P	
GO:0000483		endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	P	
GO:0000484		cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	P	
GO:0000485		cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	P	
GO:0000486		cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	P	
GO:0000487		maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)	P	
GO:0000488		maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	P	
GO:0000489		maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)	P	
GO:0000491		small nucleolar ribonucleoprotein complex assembly	P	
GO:0000492		box C/D snoRNP assembly	P	
GO:0000493		box H/ACA snoRNP assembly	P	
GO:0000494		box C/D snoRNA 3'-end processing	P	
GO:0000495		box H/ACA snoRNA 3'-end processing	P	
GO:0000496		base pairing	F	
GO:0000497		base pairing with DNA	F	
GO:0000498		base pairing with RNA	F	
GO:0000499		base pairing with mRNA	F	
GO:0000500		RNA polymerase I upstream activating factor complex	C	
GO:0000501		flocculation via cell wall protein-carbohydrate interaction	P	
GO:0000502		proteasome complex	C	
GO:0000504		proteasome regulatory particle (sensu Bacteria)	C	obs
GO:0000506		glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	C	
GO:0000578		embryonic axis specification	P	
GO:0000700		mismatch base pair DNA N-glycosylase activity	F	
GO:0000701		purine-specific mismatch base pair DNA N-glycosylase activity	F	
GO:0000702		oxidized base lesion DNA N-glycosylase activity	F	
GO:0000703	GO:0019004	oxidized pyrimidine base lesion DNA N-glycosylase activity	F	
GO:0000704		pyrimidine dimer DNA N-glycosylase activity	F	
GO:0000705		achiasmate meiosis I	P	
GO:0000706		meiotic DNA double-strand break processing	P	
GO:0000707		meiotic DNA recombinase assembly	P	
GO:0000708		meiotic strand invasion	P	
GO:0000709		meiotic joint molecule formation	P	
GO:0000710		meiotic mismatch repair	P	
GO:0000711		meiotic DNA repair synthesis	P	
GO:0000712		resolution of meiotic recombination intermediates	P	
GO:0000713		meiotic heteroduplex formation	P	
GO:0000714		meiotic strand displacement	P	
GO:0000715		nucleotide-excision repair, DNA damage recognition	P	
GO:0000716		transcription-coupled nucleotide-excision repair, DNA damage recognition	P	
GO:0000717		nucleotide-excision repair, DNA duplex unwinding	P	
GO:0000718		nucleotide-excision repair, DNA damage removal	P	
GO:0000719		photoreactive repair	P	
GO:0000720		pyrimidine dimer repair by nucleotide-excision repair	P	
